transaction_id,merchant_id,created_at,amount_inr
TXN101364,MERCH_ECOM_03,2025-01-05T02:00:00+00:00,1632.02
TXN101365,MERCH_SAAS_02,2025-01-13T09:00:00+00:00,2246.69
TXN101366,MERCH_RETAIL_01,2025-02-10T10:00:00+00:00,3798.88
TXN101367,MERCH_RETAIL_01,2025-05-25T16:00:00+00:00,1177.6
TXN101368,MERCH_SAAS_02,2025-01-31T01:00:00+00:00,2419.96
TXN101369,MERCH_SAAS_02,2025-03-08T22:00:00+00:00,2303.78
TXN101370,MERCH_ECOM_03,2025-06-18T07:00:00+00:00,2199.46
TXN101371,MERCH_ECOM_03,2025-02-05T21:00:00+00:00,1317.91
TXN101372,MERCH_RETAIL_01,2025-06-28T08:00:00+00:00,2384.87
TXN101373,MERCH_RETAIL_01,2025-01-28T01:00:00+00:00,2583.71
TXN101374,MERCH_ECOM_03,2025-04-12T21:00:00+00:00,232.35
TXN101375,MERCH_SAAS_02,2025-06-22T16:00:00+00:00,160.79
TXN101376,MERCH_DIGITAL_04,2025-03-18T14:00:00+00:00,4504.54
TXN101377,MERCH_RETAIL_01,2025-01-28T08:00:00+00:00,1157.56
TXN101378,MERCH_ECOM_03,2025-03-07T05:00:00+00:00,2406.83
TXN101379,MERCH_RETAIL_01,2025-03-22T22:00:00+00:00,431.75
TXN101380,MERCH_SAAS_02,2025-06-01T23:00:00+00:00,2697.24
TXN101381,MERCH_RETAIL_01,2025-04-28T09:00:00+00:00,1907.85
TXN101382,MERCH_SAAS_02,2025-03-31T21:00:00+00:00,687.69
TXN101383,MERCH_RETAIL_01,2025-02-28T08:00:00+00:00,1682.98
TXN101384,MERCH_ECOM_03,2025-05-31T15:00:00+00:00,2149.54
TXN101385,MERCH_SAAS_02,2025-06-11T00:00:00+00:00,2460.31
TXN101386,MERCH_ECOM_03,2025-02-19T07:00:00+00:00,1344.98
TXN101387,MERCH_RETAIL_01,2025-03-27T02:00:00+00:00,1285.26
TXN101388,MERCH_ECOM_03,2025-02-25T05:00:00+00:00,2138.57
TXN101389,MERCH_RETAIL_01,2025-06-02T21:00:00+00:00,3656.49
TXN101390,MERCH_RETAIL_01,2025-01-31T23:00:00+00:00,1459.36
TXN101391,MERCH_RETAIL_01,2025-03-25T08:00:00+00:00,954.28
TXN101392,MERCH_SAAS_02,2025-05-27T19:00:00+00:00,1243.57
TXN101393,MERCH_SAAS_02,2025-03-27T17:00:00+00:00,129.41
TXN101394,MERCH_SAAS_02,2025-01-02T13:00:00+00:00,847.54
TXN101395,MERCH_ECOM_03,2025-05-02T05:00:00+00:00,1539.3
TXN101396,MERCH_RETAIL_01,2025-04-15T11:00:00+00:00,1710.08
TXN101397,MERCH_RETAIL_01,2025-02-26T14:00:00+00:00,2385.34
TXN101398,MERCH_SAAS_02,2025-03-28T09:00:00+00:00,5925.05
TXN101399,MERCH_ECOM_03,2025-01-30T20:00:00+00:00,3353.11
TXN101400,MERCH_ECOM_03,2025-01-27T14:00:00+00:00,5920.52
TXN101401,MERCH_ECOM_03,2025-03-04T07:00:00+00:00,3740.79
TXN101402,MERCH_ECOM_03,2025-04-10T23:00:00+00:00,971.18
TXN101403,MERCH_DIGITAL_04,2025-03-20T06:00:00+00:00,961.85
TXN101404,MERCH_ECOM_03,2025-06-05T08:00:00+00:00,1150.01
TXN101405,MERCH_RETAIL_01,2025-05-19T06:00:00+00:00,654.15
TXN101406,MERCH_ECOM_03,2025-01-12T05:00:00+00:00,841.83
TXN101407,MERCH_SAAS_02,2025-01-02T20:00:00+00:00,1269.21
TXN101408,MERCH_ECOM_03,2025-04-10T20:00:00+00:00,5596.97
TXN101409,MERCH_RETAIL_01,2025-01-23T00:00:00+00:00,1033.55
TXN101410,MERCH_SAAS_02,2025-06-29T09:00:00+00:00,4472.87
TXN101411,MERCH_DIGITAL_04,2025-03-25T03:00:00+00:00,5421.83
TXN101412,MERCH_ECOM_03,2025-05-03T23:00:00+00:00,3721.17
TXN101413,MERCH_RETAIL_01,2025-06-18T17:00:00+00:00,4686.8
TXN101414,MERCH_RETAIL_01,2025-02-14T12:00:00+00:00,2636.04
TXN101415,MERCH_ECOM_03,2025-03-06T02:00:00+00:00,1022.33
TXN101416,MERCH_SAAS_02,2025-05-24T20:00:00+00:00,3161.92
TXN101417,MERCH_RETAIL_01,2025-05-07T00:00:00+00:00,8819.7
TXN101418,MERCH_SAAS_02,2025-06-17T01:00:00+00:00,1993.24
TXN101419,MERCH_ECOM_03,2025-04-29T15:00:00+00:00,3090.5
TXN101420,MERCH_RETAIL_01,2025-05-13T13:00:00+00:00,2007.26
TXN101421,MERCH_SAAS_02,2025-03-02T21:00:00+00:00,341.42
TXN101422,MERCH_ECOM_03,2025-03-30T06:00:00+00:00,3994.44
TXN101423,MERCH_RETAIL_01,2025-03-19T15:00:00+00:00,1201.76
TXN101424,MERCH_RETAIL_01,2025-04-17T10:00:00+00:00,4525.28
TXN101425,MERCH_DIGITAL_04,2025-06-05T17:00:00+00:00,1990.15
TXN101426,MERCH_DIGITAL_04,2025-03-14T03:00:00+00:00,3422.72
TXN101427,MERCH_RETAIL_01,2025-05-02T08:00:00+00:00,3758.51
TXN101428,MERCH_SAAS_02,2025-01-14T16:00:00+00:00,2884.91
TXN101429,MERCH_RETAIL_01,2025-04-12T14:00:00+00:00,3640.29
TXN101430,MERCH_ECOM_03,2025-01-31T10:00:00+00:00,2896.09
TXN101431,MERCH_DIGITAL_04,2025-03-06T00:00:00+00:00,2582.41
TXN101432,MERCH_RETAIL_01,2025-04-19T07:00:00+00:00,4308.72
TXN101433,MERCH_SAAS_02,2025-06-10T10:00:00+00:00,2864.03
TXN101434,MERCH_SAAS_02,2025-03-01T09:00:00+00:00,2661.28
TXN101435,MERCH_DIGITAL_04,2025-05-27T10:00:00+00:00,924.85
TXN101436,MERCH_RETAIL_01,2025-05-05T12:00:00+00:00,1444.96
TXN101437,MERCH_DIGITAL_04,2025-04-10T04:00:00+00:00,2075.53
TXN101438,MERCH_RETAIL_01,2025-02-03T07:00:00+00:00,2036.98
TXN101439,MERCH_DIGITAL_04,2025-01-19T20:00:00+00:00,3880.59
TXN101440,MERCH_RETAIL_01,2025-04-24T00:00:00+00:00,2830.79
TXN101441,MERCH_ECOM_03,2025-01-09T22:00:00+00:00,2184.01
TXN101442,MERCH_ECOM_03,2025-06-21T09:00:00+00:00,3266.36
TXN101443,MERCH_SAAS_02,2025-03-18T20:00:00+00:00,3829.05
TXN101444,MERCH_SAAS_02,2025-02-03T11:00:00+00:00,689.57
TXN101445,MERCH_SAAS_02,2025-02-27T11:00:00+00:00,913.48
TXN101446,MERCH_RETAIL_01,2025-05-17T07:00:00+00:00,2815.61
TXN101447,MERCH_ECOM_03,2025-04-14T12:00:00+00:00,2789.81
TXN101448,MERCH_DIGITAL_04,2025-03-03T23:00:00+00:00,1924.12
TXN101449,MERCH_RETAIL_01,2025-01-13T11:00:00+00:00,4004.03
TXN101450,MERCH_SAAS_02,2025-05-04T06:00:00+00:00,7278.16
TXN101451,MERCH_RETAIL_01,2025-03-16T22:00:00+00:00,767.11
TXN101452,MERCH_RETAIL_01,2025-05-24T05:00:00+00:00,2912.09
TXN101453,MERCH_RETAIL_01,2025-05-12T21:00:00+00:00,6735.45
TXN101454,MERCH_SAAS_02,2025-01-31T17:00:00+00:00,2925.1
TXN101455,MERCH_RETAIL_01,2025-06-08T02:00:00+00:00,749.06
TXN101456,MERCH_RETAIL_01,2025-01-15T22:00:00+00:00,4476.89
TXN101457,MERCH_SAAS_02,2025-05-13T06:00:00+00:00,501.41
TXN101458,MERCH_RETAIL_01,2025-06-06T08:00:00+00:00,2419.84
TXN101459,MERCH_RETAIL_01,2025-03-18T22:00:00+00:00,1779.58
TXN101460,MERCH_RETAIL_01,2025-04-13T22:00:00+00:00,1712.59
TXN101461,MERCH_SAAS_02,2025-03-21T18:00:00+00:00,6479.59
TXN101462,MERCH_RETAIL_01,2025-04-25T14:00:00+00:00,2088.58
TXN101463,MERCH_RETAIL_01,2025-01-01T21:00:00+00:00,1727.82
TXN101464,MERCH_SAAS_02,2025-05-25T13:00:00+00:00,996.63
TXN101465,MERCH_RETAIL_01,2025-05-16T00:00:00+00:00,1730.97
TXN101466,MERCH_SAAS_02,2025-03-07T17:00:00+00:00,2349.67
TXN101467,MERCH_SAAS_02,2025-04-29T23:00:00+00:00,1425.92
TXN101468,MERCH_RETAIL_01,2025-04-06T07:00:00+00:00,2230.75
TXN101469,MERCH_ECOM_03,2025-02-16T12:00:00+00:00,2652.72
TXN101470,MERCH_RETAIL_01,2025-03-03T11:00:00+00:00,2521.07
TXN101471,MERCH_SAAS_02,2025-02-10T15:00:00+00:00,5342.5
TXN101472,MERCH_RETAIL_01,2025-04-28T10:00:00+00:00,4357.84
TXN101473,MERCH_DIGITAL_04,2025-05-02T05:00:00+00:00,1528.2
TXN101474,MERCH_SAAS_02,2025-02-15T07:00:00+00:00,2955.94
TXN101475,MERCH_ECOM_03,2025-02-07T04:00:00+00:00,1016.25
TXN101476,MERCH_DIGITAL_04,2025-02-23T09:00:00+00:00,5267.14
TXN101477,MERCH_ECOM_03,2025-03-26T12:00:00+00:00,3325.5
TXN101478,MERCH_RETAIL_01,2025-06-01T00:00:00+00:00,1127.07
TXN101479,MERCH_RETAIL_01,2025-06-12T18:00:00+00:00,7222.36
TXN101480,MERCH_SAAS_02,2025-06-04T09:00:00+00:00,2619.44
TXN101481,MERCH_ECOM_03,2025-06-03T21:00:00+00:00,3163.12
TXN101482,MERCH_SAAS_02,2025-05-26T06:00:00+00:00,2872.97
TXN101483,MERCH_RETAIL_01,2025-03-01T11:00:00+00:00,3238.93
TXN101484,MERCH_ECOM_03,2025-01-22T17:00:00+00:00,4758.15
TXN101485,MERCH_DIGITAL_04,2025-05-22T15:00:00+00:00,4125.44
TXN101486,MERCH_ECOM_03,2025-02-09T22:00:00+00:00,3515.88
TXN101487,MERCH_ECOM_03,2025-05-16T21:00:00+00:00,2763.06
TXN101488,MERCH_RETAIL_01,2025-06-27T13:00:00+00:00,1028.2
TXN101489,MERCH_ECOM_03,2025-04-19T11:00:00+00:00,3044.55
TXN101490,MERCH_RETAIL_01,2025-01-05T13:00:00+00:00,4849.0
TXN101491,MERCH_RETAIL_01,2025-02-15T07:00:00+00:00,3424.89
TXN101492,MERCH_DIGITAL_04,2025-06-19T22:00:00+00:00,4977.1
TXN101493,MERCH_ECOM_03,2025-04-09T00:00:00+00:00,1404.95
TXN101494,MERCH_ECOM_03,2025-01-11T06:00:00+00:00,3430.56
TXN101495,MERCH_SAAS_02,2025-01-22T12:00:00+00:00,6900.55
TXN101496,MERCH_RETAIL_01,2025-03-18T14:00:00+00:00,3689.94
TXN101497,MERCH_RETAIL_01,2025-03-01T11:00:00+00:00,1344.1
TXN101498,MERCH_RETAIL_01,2025-06-02T00:00:00+00:00,2114.66
TXN101499,MERCH_RETAIL_01,2025-02-14T08:00:00+00:00,3644.8
TXN101500,MERCH_ECOM_03,2025-06-27T23:00:00+00:00,939.9
TXN101501,MERCH_RETAIL_01,2025-04-29T11:00:00+00:00,3396.39
TXN101502,MERCH_RETAIL_01,2025-04-17T06:00:00+00:00,2701.15
TXN101503,MERCH_RETAIL_01,2025-02-13T12:00:00+00:00,2020.24
TXN101504,MERCH_RETAIL_01,2025-06-08T05:00:00+00:00,6227.73
TXN101505,MERCH_SAAS_02,2025-03-17T06:00:00+00:00,2190.03
TXN101506,MERCH_ECOM_03,2025-02-19T20:00:00+00:00,3767.39
TXN101507,MERCH_SAAS_02,2025-04-06T14:00:00+00:00,3277.78
TXN101508,MERCH_SAAS_02,2025-05-22T03:00:00+00:00,3245.02
TXN101509,MERCH_ECOM_03,2025-02-12T12:00:00+00:00,7045.47
TXN101510,MERCH_DIGITAL_04,2025-04-09T14:00:00+00:00,4237.38
TXN101511,MERCH_ECOM_03,2025-06-18T21:00:00+00:00,4359.34
TXN101512,MERCH_RETAIL_01,2025-05-14T06:00:00+00:00,1501.09
TXN101513,MERCH_DIGITAL_04,2025-06-17T18:00:00+00:00,3310.9
TXN101514,MERCH_RETAIL_01,2025-06-22T00:00:00+00:00,1565.82
TXN101515,MERCH_RETAIL_01,2025-02-08T13:00:00+00:00,873.2
TXN101516,MERCH_SAAS_02,2025-06-21T12:00:00+00:00,4302.31
TXN101517,MERCH_ECOM_03,2025-05-23T05:00:00+00:00,10050.32
TXN101518,MERCH_RETAIL_01,2025-05-28T05:00:00+00:00,3645.94
TXN101519,MERCH_RETAIL_01,2025-01-14T23:00:00+00:00,4016.87
TXN101520,MERCH_RETAIL_01,2025-06-23T05:00:00+00:00,7609.9
TXN101521,MERCH_RETAIL_01,2025-05-06T01:00:00+00:00,2563.41
TXN101522,MERCH_ECOM_03,2025-06-20T15:00:00+00:00,1757.58
TXN101523,MERCH_RETAIL_01,2025-05-10T12:00:00+00:00,2341.3
TXN101524,MERCH_RETAIL_01,2025-04-23T13:00:00+00:00,2034.21
TXN101525,MERCH_DIGITAL_04,2025-02-22T15:00:00+00:00,1838.72
TXN101526,MERCH_ECOM_03,2025-01-11T06:00:00+00:00,6559.04
TXN101527,MERCH_SAAS_02,2025-05-30T08:00:00+00:00,4279.04
TXN101528,MERCH_SAAS_02,2025-03-11T16:00:00+00:00,3690.71
TXN101529,MERCH_RETAIL_01,2025-01-07T04:00:00+00:00,2740.68
TXN101530,MERCH_RETAIL_01,2025-04-17T04:00:00+00:00,3323.15
TXN101531,MERCH_SAAS_02,2025-01-28T05:00:00+00:00,3787.31
TXN101532,MERCH_DIGITAL_04,2025-03-12T16:00:00+00:00,5297.16
TXN101533,MERCH_RETAIL_01,2025-02-24T12:00:00+00:00,734.93
TXN101534,MERCH_RETAIL_01,2025-04-11T03:00:00+00:00,1728.98
TXN101535,MERCH_ECOM_03,2025-03-30T19:00:00+00:00,2250.55
TXN101536,MERCH_SAAS_02,2025-04-23T21:00:00+00:00,651.87
TXN101537,MERCH_RETAIL_01,2025-06-27T06:00:00+00:00,653.76
TXN101538,MERCH_RETAIL_01,2025-03-04T13:00:00+00:00,3484.04
TXN101539,MERCH_SAAS_02,2025-02-06T10:00:00+00:00,2299.73
TXN101540,MERCH_RETAIL_01,2025-03-30T14:00:00+00:00,4895.81
TXN101541,MERCH_RETAIL_01,2025-02-06T15:00:00+00:00,3140.16
TXN101542,MERCH_ECOM_03,2025-05-03T20:00:00+00:00,431.62
TXN101543,MERCH_ECOM_03,2025-03-13T19:00:00+00:00,210.08
TXN101544,MERCH_ECOM_03,2025-06-14T20:00:00+00:00,5062.77
TXN101545,MERCH_ECOM_03,2025-04-10T23:00:00+00:00,1889.76
TXN101546,MERCH_SAAS_02,2025-01-07T04:00:00+00:00,2304.43
TXN101547,MERCH_SAAS_02,2025-01-31T22:00:00+00:00,3090.99
TXN101548,MERCH_DIGITAL_04,2025-02-11T12:00:00+00:00,4074.03
TXN101549,MERCH_RETAIL_01,2025-06-27T10:00:00+00:00,2564.32
TXN101550,MERCH_DIGITAL_04,2025-05-22T10:00:00+00:00,2536.65
TXN101551,MERCH_ECOM_03,2025-04-15T11:00:00+00:00,3110.23
TXN101552,MERCH_RETAIL_01,2025-06-02T20:00:00+00:00,2125.55
TXN101553,MERCH_DIGITAL_04,2025-05-21T05:00:00+00:00,617.02
TXN101554,MERCH_SAAS_02,2025-06-11T00:00:00+00:00,2136.75
TXN101555,MERCH_RETAIL_01,2025-03-23T19:00:00+00:00,4360.27
TXN101556,MERCH_SAAS_02,2025-03-31T14:00:00+00:00,1737.44
TXN101557,MERCH_RETAIL_01,2025-04-30T09:00:00+00:00,559.05
TXN101558,MERCH_RETAIL_01,2025-05-09T09:00:00+00:00,1490.0
TXN101559,MERCH_DIGITAL_04,2025-06-03T06:00:00+00:00,2150.81
TXN101560,MERCH_ECOM_03,2025-01-31T00:00:00+00:00,560.89
TXN101561,MERCH_ECOM_03,2025-06-12T21:00:00+00:00,232.67
TXN101562,MERCH_ECOM_03,2025-04-10T03:00:00+00:00,5098.9
TXN101563,MERCH_ECOM_03,2025-03-06T13:00:00+00:00,1047.87
TXN101564,MERCH_SAAS_02,2025-06-03T18:00:00+00:00,2846.92
TXN101565,MERCH_SAAS_02,2025-03-09T23:00:00+00:00,3051.91
TXN101566,MERCH_RETAIL_01,2025-03-08T03:00:00+00:00,2372.39
TXN101567,MERCH_RETAIL_01,2025-04-22T16:00:00+00:00,1139.0
TXN101568,MERCH_ECOM_03,2025-05-10T20:00:00+00:00,856.71
TXN101569,MERCH_RETAIL_01,2025-02-09T18:00:00+00:00,6242.03
TXN101570,MERCH_ECOM_03,2025-05-12T01:00:00+00:00,2247.89
TXN101571,MERCH_ECOM_03,2025-03-05T09:00:00+00:00,2098.37
TXN101572,MERCH_RETAIL_01,2025-06-29T06:00:00+00:00,685.19
TXN101573,MERCH_RETAIL_01,2025-01-14T12:00:00+00:00,1142.14
TXN101574,MERCH_RETAIL_01,2025-05-07T14:00:00+00:00,2765.83
TXN101575,MERCH_SAAS_02,2025-02-17T09:00:00+00:00,2103.89
TXN101576,MERCH_RETAIL_01,2025-06-15T14:00:00+00:00,802.86
TXN101577,MERCH_RETAIL_01,2025-02-20T18:00:00+00:00,3144.31
TXN101578,MERCH_DIGITAL_04,2025-01-19T03:00:00+00:00,8284.69
TXN101579,MERCH_SAAS_02,2025-05-24T06:00:00+00:00,5548.23
TXN101580,MERCH_RETAIL_01,2025-01-07T01:00:00+00:00,3636.79
TXN101581,MERCH_ECOM_03,2025-04-25T10:00:00+00:00,2924.88
TXN101582,MERCH_SAAS_02,2025-06-06T23:00:00+00:00,4069.27
TXN101583,MERCH_ECOM_03,2025-04-07T12:00:00+00:00,4408.15
TXN101584,MERCH_RETAIL_01,2025-03-11T14:00:00+00:00,1019.98
TXN101585,MERCH_SAAS_02,2025-03-13T08:00:00+00:00,4160.74
TXN101586,MERCH_DIGITAL_04,2025-01-24T07:00:00+00:00,1972.28
TXN101587,MERCH_RETAIL_01,2025-06-29T13:00:00+00:00,3087.09
TXN101588,MERCH_RETAIL_01,2025-06-08T13:00:00+00:00,6027.2
TXN101589,MERCH_SAAS_02,2025-04-01T00:00:00+00:00,1240.34
TXN101590,MERCH_RETAIL_01,2025-06-11T07:00:00+00:00,6897.09
TXN101591,MERCH_ECOM_03,2025-02-14T16:00:00+00:00,2069.26
TXN101592,MERCH_RETAIL_01,2025-04-07T18:00:00+00:00,7017.08
TXN101593,MERCH_SAAS_02,2025-04-29T21:00:00+00:00,4635.23
TXN101594,MERCH_RETAIL_01,2025-06-06T00:00:00+00:00,1492.67
TXN101595,MERCH_SAAS_02,2025-04-15T19:00:00+00:00,4185.09
TXN101596,MERCH_ECOM_03,2025-06-12T08:00:00+00:00,1483.21
TXN101597,MERCH_SAAS_02,2025-02-06T02:00:00+00:00,3398.64
TXN101598,MERCH_SAAS_02,2025-04-09T18:00:00+00:00,2011.63
TXN101599,MERCH_RETAIL_01,2025-02-26T16:00:00+00:00,917.83
TXN101600,MERCH_ECOM_03,2025-02-19T17:00:00+00:00,4746.97
TXN101601,MERCH_RETAIL_01,2025-04-18T09:00:00+00:00,3852.2
TXN101602,MERCH_ECOM_03,2025-05-22T22:00:00+00:00,1608.85
TXN101603,MERCH_RETAIL_01,2025-02-24T18:00:00+00:00,902.11
TXN101604,MERCH_DIGITAL_04,2025-05-16T13:00:00+00:00,1308.53
TXN101605,MERCH_RETAIL_01,2025-04-13T06:00:00+00:00,2163.81
TXN101606,MERCH_DIGITAL_04,2025-06-09T00:00:00+00:00,872.64
TXN101607,MERCH_SAAS_02,2025-04-15T00:00:00+00:00,4360.57
TXN101608,MERCH_RETAIL_01,2025-02-22T08:00:00+00:00,4146.91
TXN101609,MERCH_ECOM_03,2025-03-08T08:00:00+00:00,2904.4
TXN101610,MERCH_DIGITAL_04,2025-03-22T03:00:00+00:00,2461.63
TXN101611,MERCH_ECOM_03,2025-06-29T14:00:00+00:00,2717.41
TXN101612,MERCH_ECOM_03,2025-01-04T12:00:00+00:00,2084.78
TXN101613,MERCH_RETAIL_01,2025-04-22T05:00:00+00:00,4068.82
TXN101614,MERCH_ECOM_03,2025-05-12T17:00:00+00:00,1221.67
TXN101615,MERCH_ECOM_03,2025-06-18T00:00:00+00:00,4504.36
TXN101616,MERCH_RETAIL_01,2025-02-26T06:00:00+00:00,607.0
TXN101617,MERCH_ECOM_03,2025-04-10T04:00:00+00:00,923.27
TXN101618,MERCH_RETAIL_01,2025-06-23T09:00:00+00:00,898.05
TXN101619,MERCH_DIGITAL_04,2025-06-26T10:00:00+00:00,2891.08
TXN101620,MERCH_RETAIL_01,2025-05-03T08:00:00+00:00,2908.85
TXN101621,MERCH_RETAIL_01,2025-05-05T15:00:00+00:00,7927.51
TXN101622,MERCH_RETAIL_01,2025-06-04T06:00:00+00:00,653.65
TXN101623,MERCH_RETAIL_01,2025-03-11T20:00:00+00:00,1581.01
TXN101624,MERCH_RETAIL_01,2025-01-12T14:00:00+00:00,2418.69
TXN101625,MERCH_RETAIL_01,2025-06-02T22:00:00+00:00,7045.94
TXN101626,MERCH_SAAS_02,2025-06-15T03:00:00+00:00,752.82
TXN101627,MERCH_RETAIL_01,2025-02-22T20:00:00+00:00,1152.6
TXN101628,MERCH_ECOM_03,2025-01-19T21:00:00+00:00,1790.67
TXN101629,MERCH_DIGITAL_04,2025-02-22T09:00:00+00:00,4035.67
TXN101630,MERCH_RETAIL_01,2025-04-16T15:00:00+00:00,2291.91
TXN101631,MERCH_RETAIL_01,2025-05-15T07:00:00+00:00,881.01
TXN101632,MERCH_RETAIL_01,2025-06-02T16:00:00+00:00,4291.75
TXN101633,MERCH_ECOM_03,2025-06-12T12:00:00+00:00,6139.54
TXN101634,MERCH_ECOM_03,2025-02-23T05:00:00+00:00,2074.66
TXN101635,MERCH_ECOM_03,2025-04-18T16:00:00+00:00,3003.98
TXN101636,MERCH_SAAS_02,2025-06-04T00:00:00+00:00,1414.04
TXN101637,MERCH_ECOM_03,2025-05-18T19:00:00+00:00,2078.5
TXN101638,MERCH_RETAIL_01,2025-05-12T00:00:00+00:00,2641.07
TXN101639,MERCH_DIGITAL_04,2025-02-11T03:00:00+00:00,6601.76
TXN101640,MERCH_RETAIL_01,2025-04-27T08:00:00+00:00,2696.31
TXN101641,MERCH_ECOM_03,2025-06-07T21:00:00+00:00,4213.57
TXN101642,MERCH_ECOM_03,2025-01-18T07:00:00+00:00,5681.29
TXN101643,MERCH_DIGITAL_04,2025-06-25T03:00:00+00:00,1865.85
TXN101644,MERCH_SAAS_02,2025-05-19T13:00:00+00:00,695.11
TXN101645,MERCH_RETAIL_01,2025-04-06T17:00:00+00:00,270.0
TXN101646,MERCH_SAAS_02,2025-05-05T21:00:00+00:00,1262.63
TXN101647,MERCH_SAAS_02,2025-05-08T06:00:00+00:00,2148.75
TXN101648,MERCH_RETAIL_01,2025-05-17T08:00:00+00:00,1430.76
TXN101649,MERCH_RETAIL_01,2025-01-29T04:00:00+00:00,1899.25
TXN101650,MERCH_RETAIL_01,2025-02-02T07:00:00+00:00,2129.28
TXN101651,MERCH_ECOM_03,2025-06-28T12:00:00+00:00,3029.51
TXN101652,MERCH_RETAIL_01,2025-01-30T16:00:00+00:00,890.03
TXN101653,MERCH_RETAIL_01,2025-04-25T15:00:00+00:00,2050.91
TXN101654,MERCH_RETAIL_01,2025-05-27T03:00:00+00:00,1612.07
TXN101655,MERCH_RETAIL_01,2025-03-27T14:00:00+00:00,2794.38
TXN101656,MERCH_ECOM_03,2025-05-06T16:00:00+00:00,1002.16
TXN101657,MERCH_RETAIL_01,2025-06-27T17:00:00+00:00,3260.2
TXN101658,MERCH_RETAIL_01,2025-02-10T09:00:00+00:00,1855.79
TXN101659,MERCH_DIGITAL_04,2025-05-03T06:00:00+00:00,2242.05
TXN101660,MERCH_SAAS_02,2025-05-29T08:00:00+00:00,1195.68
TXN101661,MERCH_RETAIL_01,2025-03-20T19:00:00+00:00,1746.52
TXN101662,MERCH_RETAIL_01,2025-02-24T03:00:00+00:00,1842.73
TXN101663,MERCH_ECOM_03,2025-05-13T08:00:00+00:00,2888.46
TXN101664,MERCH_SAAS_02,2025-04-20T14:00:00+00:00,1457.76
TXN101665,MERCH_RETAIL_01,2025-01-22T22:00:00+00:00,5583.63
TXN101666,MERCH_RETAIL_01,2025-03-14T17:00:00+00:00,374.91
TXN101667,MERCH_SAAS_02,2025-02-24T14:00:00+00:00,7650.62
TXN101668,MERCH_RETAIL_01,2025-01-26T14:00:00+00:00,637.31
TXN101669,MERCH_RETAIL_01,2025-05-20T16:00:00+00:00,931.55
TXN101670,MERCH_RETAIL_01,2025-03-02T03:00:00+00:00,2136.93
TXN101671,MERCH_SAAS_02,2025-03-25T14:00:00+00:00,1649.59
TXN101672,MERCH_RETAIL_01,2025-05-14T21:00:00+00:00,3079.44
TXN101673,MERCH_RETAIL_01,2025-05-24T09:00:00+00:00,1090.17
TXN101674,MERCH_RETAIL_01,2025-02-23T14:00:00+00:00,2276.58
TXN101675,MERCH_RETAIL_01,2025-06-16T07:00:00+00:00,1315.79
TXN101676,MERCH_RETAIL_01,2025-01-25T22:00:00+00:00,851.83
TXN101677,MERCH_RETAIL_01,2025-01-08T16:00:00+00:00,2362.35
TXN101678,MERCH_RETAIL_01,2025-05-24T05:00:00+00:00,3448.32
TXN101679,MERCH_RETAIL_01,2025-05-01T13:00:00+00:00,1126.12
TXN101680,MERCH_RETAIL_01,2025-06-10T20:00:00+00:00,1621.87
TXN101681,MERCH_SAAS_02,2025-02-22T13:00:00+00:00,2044.21
TXN101682,MERCH_RETAIL_01,2025-02-18T00:00:00+00:00,2304.47
TXN101683,MERCH_SAAS_02,2025-01-27T00:00:00+00:00,3856.81
TXN101684,MERCH_RETAIL_01,2025-04-07T01:00:00+00:00,2660.59
TXN101685,MERCH_DIGITAL_04,2025-02-20T03:00:00+00:00,2249.49
TXN101686,MERCH_RETAIL_01,2025-02-21T09:00:00+00:00,1074.84
TXN101687,MERCH_RETAIL_01,2025-02-13T18:00:00+00:00,1932.78
TXN101688,MERCH_ECOM_03,2025-04-25T12:00:00+00:00,1101.11
TXN101689,MERCH_DIGITAL_04,2025-01-17T06:00:00+00:00,1501.75
TXN101690,MERCH_ECOM_03,2025-05-20T19:00:00+00:00,661.14
TXN101691,MERCH_ECOM_03,2025-02-12T05:00:00+00:00,6441.59
TXN101692,MERCH_ECOM_03,2025-01-25T04:00:00+00:00,1861.81
TXN101693,MERCH_SAAS_02,2025-01-23T12:00:00+00:00,4524.35
TXN101694,MERCH_RETAIL_01,2025-03-21T03:00:00+00:00,1436.17
TXN101695,MERCH_SAAS_02,2025-06-09T13:00:00+00:00,2018.63
TXN101696,MERCH_ECOM_03,2025-03-03T07:00:00+00:00,7677.4
TXN101697,MERCH_ECOM_03,2025-02-02T12:00:00+00:00,697.32
TXN101698,MERCH_RETAIL_01,2025-05-29T03:00:00+00:00,2421.26
TXN101699,MERCH_DIGITAL_04,2025-06-08T17:00:00+00:00,2850.61
TXN101700,MERCH_RETAIL_01,2025-06-21T11:00:00+00:00,760.88
TXN101701,MERCH_RETAIL_01,2025-01-04T18:00:00+00:00,1997.64
TXN101702,MERCH_ECOM_03,2025-03-09T21:00:00+00:00,4747.05
TXN101703,MERCH_DIGITAL_04,2025-05-11T15:00:00+00:00,2020.08
TXN101704,MERCH_SAAS_02,2025-04-04T20:00:00+00:00,3904.68
TXN101705,MERCH_RETAIL_01,2025-04-05T04:00:00+00:00,2463.15
TXN101706,MERCH_ECOM_03,2025-03-01T16:00:00+00:00,2762.16
TXN101707,MERCH_ECOM_03,2025-04-23T19:00:00+00:00,1467.42
TXN101708,MERCH_RETAIL_01,2025-05-27T18:00:00+00:00,1501.52
