transaction_id,delivery_confirmed,tracking_matches_address,signed_delivery_proof
TXN101161,False,False,False
TXN101162,True,True,False
TXN101163,False,False,False
TXN101164,True,True,False
TXN101165,True,True,True
TXN101166,True,True,True
TXN101167,True,True,True
TXN101168,False,False,False
TXN101169,False,False,False
TXN101170,True,True,False
TXN101171,True,True,True
TXN101172,True,True,False
TXN101173,False,False,False
TXN101174,True,False,False
TXN101175,True,True,True
TXN101176,True,True,False
TXN101177,False,False,False
TXN101178,True,False,False
TXN101179,False,False,False
TXN101180,True,True,True
TXN101181,True,True,False
TXN101182,False,False,False
TXN101183,False,False,False
TXN101184,False,False,False
TXN101185,True,True,False
TXN101186,False,False,False
TXN101187,False,False,False
TXN101188,True,True,True
TXN101189,True,True,True
TXN101190,True,True,False
TXN101191,True,True,False
TXN101192,True,True,True
TXN101193,False,False,False
TXN101194,False,False,False
TXN101195,True,True,True
TXN101196,True,True,True
TXN101197,True,True,False
TXN101198,False,False,False
TXN101199,False,False,False
TXN101200,True,True,False
TXN101201,False,False,False
TXN101202,True,True,False
TXN101203,True,True,False
TXN101204,True,True,True
TXN101205,True,True,True
TXN101206,False,False,False
TXN101207,True,True,True
TXN101208,True,True,True
TXN101209,True,True,False
TXN101210,True,True,True
TXN101211,False,False,False
TXN101212,False,False,False
TXN101213,True,True,False
TXN101214,True,True,False
TXN101215,False,False,False
TXN101216,False,False,False
TXN101217,True,False,True
TXN101218,False,False,False
TXN101219,True,False,True
TXN101220,True,True,True
TXN101221,True,True,True
TXN101222,True,True,False
TXN101223,False,False,False
TXN101224,True,True,False
TXN101225,False,False,False
TXN101226,True,False,True
TXN101227,True,False,False
TXN101228,False,False,False
TXN101229,False,False,False
TXN101230,True,False,False
TXN101231,True,True,True
TXN101232,True,True,True
TXN101233,True,True,True
TXN101234,True,True,False
TXN101235,True,True,False
TXN101236,True,True,True
TXN101237,True,True,True
TXN101238,False,False,False
TXN101239,True,True,False
TXN101240,False,False,False
TXN101241,False,False,False
TXN101242,True,True,True
TXN101243,True,True,True
TXN101244,False,False,False
TXN101245,False,False,False
TXN101246,False,False,False
TXN101247,True,True,False
TXN101248,True,True,False
TXN101249,True,True,False
TXN101250,False,False,False
TXN101251,False,False,False
TXN101252,True,True,True
TXN101253,True,True,True
TXN101254,False,False,False
TXN101255,True,True,False
TXN101256,False,False,False
TXN101257,False,False,False
TXN101258,True,True,False
TXN101259,True,True,True
TXN101260,True,True,False
TXN101261,False,False,False
TXN101262,True,True,False
TXN101263,False,False,False
TXN101264,True,True,True
TXN101265,False,False,False
TXN101266,True,True,True
TXN101267,False,False,False
TXN101268,True,True,True
TXN101269,False,False,False
TXN101270,False,False,False
TXN101271,True,True,False
TXN101272,True,True,False
TXN101273,True,True,True
TXN101274,True,True,False
TXN101275,True,True,True
TXN101276,True,False,False
TXN101277,True,True,False
TXN101278,True,True,True
TXN101279,False,False,False
TXN101280,True,False,False
TXN101281,False,False,False
TXN101282,True,True,True
TXN101283,True,True,True
TXN101284,False,False,False
TXN101285,True,False,False
TXN101286,True,False,False
TXN101287,True,True,False
TXN101288,True,True,True
TXN101289,False,False,False
TXN101290,True,True,True
TXN101291,True,False,False
TXN101292,False,False,False
TXN101293,False,False,False
TXN101294,True,True,True
TXN101295,False,False,False
TXN101296,True,True,True
TXN101297,False,False,False
TXN101298,True,True,True
TXN101299,False,False,False
TXN101300,False,False,False
TXN101301,True,True,True
TXN101302,True,True,False
TXN101303,False,False,False
TXN101304,False,False,False
TXN101305,False,False,False
TXN101306,True,True,True
TXN101307,True,True,False
TXN101308,True,True,False
TXN101309,True,True,True
TXN101310,True,True,True
TXN101311,True,True,True
TXN101312,False,False,False
TXN101313,True,True,True
TXN101314,True,True,True
TXN101315,True,True,True
TXN101316,True,True,True
TXN101317,False,False,False
TXN101318,True,True,True
TXN101319,True,True,False
TXN101320,False,False,False
TXN101321,False,False,False
TXN101322,True,True,True
TXN101323,False,False,False
TXN101324,True,True,True
TXN101325,True,True,True
TXN101326,False,False,False
TXN101327,True,True,True
TXN101328,True,True,False
TXN101329,True,True,True
TXN101330,False,False,False
TXN101331,False,False,False
TXN101332,True,True,False
TXN101333,False,False,False
TXN101334,True,True,False
TXN101335,False,False,False
TXN101336,True,True,True
TXN101337,False,False,False
TXN101338,False,False,False
TXN101339,True,True,True
TXN101340,True,True,True
TXN101341,False,False,False
TXN101342,True,True,True
TXN101343,False,False,False
TXN101344,True,True,False
TXN101345,True,True,False
TXN101346,True,True,False
TXN101347,True,False,False
TXN101348,True,True,True
TXN101349,True,True,True
TXN101350,True,True,False
TXN101351,True,True,True
TXN101352,True,True,True
TXN101353,False,False,False
TXN101354,True,True,False
TXN101355,True,True,True
TXN101356,True,False,True
TXN101357,True,True,False
TXN101358,False,False,False
TXN101359,True,True,False
TXN101360,True,True,False
TXN101361,True,False,True
TXN101362,False,False,False
TXN101363,True,True,False
TXN101364,False,False,False
TXN101365,False,False,False
TXN101366,False,False,False
TXN101367,True,True,True
TXN101368,False,False,False
TXN101369,False,False,False
TXN101370,False,False,False
TXN101371,False,False,False
TXN101372,True,True,False
TXN101373,True,True,False
TXN101374,False,False,False
TXN101375,False,False,False
TXN101376,True,False,False
TXN101377,False,False,False
TXN101378,True,True,True
TXN101379,True,False,False
TXN101380,True,True,True
TXN101381,True,True,False
TXN101382,True,True,True
TXN101383,True,True,False
TXN101384,True,False,False
TXN101385,False,False,False
TXN101386,True,True,True
TXN101387,False,False,False
TXN101388,False,False,False
TXN101389,False,False,False
TXN101390,True,True,True
TXN101391,True,True,True
TXN101392,False,False,False
TXN101393,False,False,False
TXN101394,True,True,True
TXN101395,True,True,True
TXN101396,False,False,False
TXN101397,True,False,False
TXN101398,False,False,False
TXN101399,False,False,False
TXN101400,False,False,False
TXN101401,True,True,True
TXN101402,True,False,False
TXN101403,True,True,True
TXN101404,True,True,False
TXN101405,False,False,False
TXN101406,True,True,False
TXN101407,True,True,True
TXN101408,True,True,True
TXN101409,True,True,True
TXN101410,True,True,False
TXN101411,False,False,False
TXN101412,False,False,False
TXN101413,False,False,False
TXN101414,True,True,True
TXN101415,True,True,False
TXN101416,True,True,False
TXN101417,True,True,True
TXN101418,True,True,True
TXN101419,True,True,False
TXN101420,False,False,False
TXN101421,True,True,False
TXN101422,True,True,True
TXN101423,False,False,False
TXN101424,False,False,False
TXN101425,False,False,False
TXN101426,False,False,False
TXN101427,True,True,True
TXN101428,False,False,False
TXN101429,True,False,False
TXN101430,False,False,False
TXN101431,True,True,True
TXN101432,False,False,False
TXN101433,False,False,False
TXN101434,False,False,False
TXN101435,True,True,True
TXN101436,False,False,False
TXN101437,True,True,True
TXN101438,True,False,True
TXN101439,False,False,False
TXN101440,False,False,False
TXN101441,True,True,True
TXN101442,True,True,True
TXN101443,False,False,False
TXN101444,True,True,False
TXN101445,False,False,False
TXN101446,True,True,True
TXN101447,False,False,False
TXN101448,True,True,True
TXN101449,True,True,False
TXN101450,True,True,False
TXN101451,True,True,True
TXN101452,False,False,False
TXN101453,False,False,False
TXN101454,True,True,True
TXN101455,True,True,True
TXN101456,True,True,False
TXN101457,True,True,True
TXN101458,True,True,False
TXN101459,False,False,False
TXN101460,True,True,True
TXN101461,False,False,False
TXN101462,True,True,True
TXN101463,False,False,False
TXN101464,True,True,False
TXN101465,False,False,False
TXN101466,False,False,False
TXN101467,True,True,False
TXN101468,True,True,True
TXN101469,False,False,False
TXN101470,True,True,False
TXN101471,False,False,False
TXN101472,False,False,False
TXN101473,True,False,False
TXN101474,True,True,True
TXN101475,False,False,False
TXN101476,False,False,False
TXN101477,False,False,False
TXN101478,False,False,False
TXN101479,False,False,False
TXN101480,False,False,False
TXN101481,True,True,True
TXN101482,True,True,False
TXN101483,True,True,False
TXN101484,True,True,True
TXN101485,False,False,False
TXN101486,True,True,False
TXN101487,False,False,False
TXN101488,False,False,False
TXN101489,True,True,True
TXN101490,False,False,False
TXN101491,False,False,False
TXN101492,False,False,False
TXN101493,False,False,False
TXN101494,False,False,False
TXN101495,False,False,False
TXN101496,False,False,False
TXN101497,True,True,False
TXN101498,True,True,False
TXN101499,True,True,True
TXN101500,True,False,False
TXN101501,True,True,True
TXN101502,True,True,False
TXN101503,True,True,True
TXN101504,True,True,False
TXN101505,True,True,True
TXN101506,True,True,True
TXN101507,False,False,False
TXN101508,False,False,False
TXN101509,False,False,False
TXN101510,True,True,True
TXN101511,False,False,False
TXN101512,False,False,False
TXN101513,False,False,False
TXN101514,True,True,True
TXN101515,True,True,False
TXN101516,False,False,False
TXN101517,True,True,True
TXN101518,False,False,False
TXN101519,True,True,True
TXN101520,False,False,False
TXN101521,False,False,False
TXN101522,False,False,False
TXN101523,False,False,False
TXN101524,True,False,False
TXN101525,True,False,False
TXN101526,True,True,True
TXN101527,True,True,True
TXN101528,False,False,False
TXN101529,True,False,False
TXN101530,True,True,False
TXN101531,True,True,False
TXN101532,False,False,False
TXN101533,False,False,False
TXN101534,False,False,False
TXN101535,True,True,True
TXN101536,True,True,True
TXN101537,False,False,False
TXN101538,True,True,True
TXN101539,True,True,True
TXN101540,False,False,False
TXN101541,True,True,False
TXN101542,True,False,False
TXN101543,False,False,False
TXN101544,True,True,True
TXN101545,False,False,False
TXN101546,False,False,False
TXN101547,False,False,False
TXN101548,True,True,True
TXN101549,False,False,False
TXN101550,True,True,False
TXN101551,True,True,False
TXN101552,True,True,False
TXN101553,True,True,True
TXN101554,True,True,True
TXN101555,False,False,False
TXN101556,False,False,False
TXN101557,False,False,False
TXN101558,True,True,True
TXN101559,True,True,True
TXN101560,False,False,False
TXN101561,False,False,False
TXN101562,True,True,False
TXN101563,True,True,True
TXN101564,True,True,True
TXN101565,False,False,False
TXN101566,True,True,False
TXN101567,True,False,True
TXN101568,False,False,False
TXN101569,True,True,False
TXN101570,True,True,True
TXN101571,True,True,True
TXN101572,True,True,True
TXN101573,False,False,False
TXN101574,True,True,False
TXN101575,True,False,True
TXN101576,False,False,False
TXN101577,True,True,False
TXN101578,False,False,False
TXN101579,False,False,False
TXN101580,False,False,False
TXN101581,True,True,False
TXN101582,True,True,False
TXN101583,True,True,True
TXN101584,False,False,False
TXN101585,True,False,True
TXN101586,False,False,False
TXN101587,False,False,False
TXN101588,False,False,False
TXN101589,True,True,False
TXN101590,True,True,False
TXN101591,True,False,False
TXN101592,True,True,True
TXN101593,True,True,True
TXN101594,False,False,False
TXN101595,False,False,False
TXN101596,True,True,False
TXN101597,True,True,False
TXN101598,True,False,False
TXN101599,True,False,False
TXN101600,False,False,False
TXN101601,True,True,True
TXN101602,True,True,False
TXN101603,True,True,True
TXN101604,False,False,False
TXN101605,True,True,True
TXN101606,True,True,True
TXN101607,True,True,True
TXN101608,True,True,False
TXN101609,False,False,False
TXN101610,False,False,False
TXN101611,False,False,False
TXN101612,True,True,False
TXN101613,True,True,True
TXN101614,False,False,False
TXN101615,True,True,False
TXN101616,True,True,True
TXN101617,True,True,True
TXN101618,True,True,True
TXN101619,True,True,False
TXN101620,False,False,False
TXN101621,True,True,False
TXN101622,True,True,True
TXN101623,True,True,True
TXN101624,True,True,False
TXN101625,False,False,False
TXN101626,True,True,True
TXN101627,False,False,False
TXN101628,True,False,False
TXN101629,False,False,False
TXN101630,True,True,True
TXN101631,False,False,False
TXN101632,False,False,False
TXN101633,True,True,True
TXN101634,False,False,False
TXN101635,False,False,False
TXN101636,False,False,False
TXN101637,False,False,False
TXN101638,True,True,False
TXN101639,True,True,False
TXN101640,True,True,False
TXN101641,False,False,False
TXN101642,False,False,False
TXN101643,True,True,True
TXN101644,True,True,False
TXN101645,True,True,True
TXN101646,True,True,True
TXN101647,False,False,False
TXN101648,True,True,False
TXN101649,True,True,True
TXN101650,True,True,False
TXN101651,True,False,True
TXN101652,False,False,False
TXN101653,True,True,True
TXN101654,True,True,True
TXN101655,False,False,False
TXN101656,False,False,False
TXN101657,True,True,True
TXN101658,True,True,False
TXN101659,True,True,False
TXN101660,True,False,True
TXN101661,False,False,False
TXN101662,True,False,False
TXN101663,True,True,True
TXN101664,False,False,False
TXN101665,True,True,True
TXN101666,False,False,False
TXN101667,False,False,False
TXN101668,False,False,False
TXN101669,True,True,False
TXN101670,True,True,True
TXN101671,False,False,False
TXN101672,False,False,False
TXN101673,True,False,True
TXN101674,True,True,False
TXN101675,False,False,False
TXN101676,False,False,False
TXN101677,True,True,True
TXN101678,True,True,False
TXN101679,True,True,True
TXN101680,True,True,False
TXN101681,True,True,True
TXN101682,True,True,True
TXN101683,True,True,True
TXN101684,True,True,False
TXN101685,False,False,False
TXN101686,True,True,True
TXN101687,True,True,True
TXN101688,True,True,True
TXN101689,False,False,False
TXN101690,True,True,True
TXN101691,True,True,True
TXN101692,True,True,True
TXN101693,True,True,True
TXN101694,True,True,False
TXN101695,False,False,False
TXN101696,True,False,False
TXN101697,False,False,False
TXN101698,True,True,False
TXN101699,False,False,False
TXN101700,False,False,False
TXN101701,False,False,False
TXN101702,False,False,False
TXN101703,False,False,False
TXN101704,False,False,False
TXN101705,True,False,True
TXN101706,True,True,False
TXN101707,False,False,False
TXN101708,False,False,False
TXN101709,True,True,False
TXN101710,False,False,False
TXN101711,True,True,True
TXN101712,False,False,False
TXN101713,True,True,True
TXN101714,False,False,False
TXN101715,False,False,False
TXN101716,True,True,False
TXN101717,True,True,False
TXN101718,False,False,False
TXN101719,True,True,False
TXN101720,False,False,False
TXN101721,True,True,True
TXN101722,True,True,True
TXN101723,True,True,True
TXN101724,True,True,True
TXN101725,True,False,False
TXN101726,True,True,True
TXN101727,True,True,False
TXN101728,True,True,True
TXN101729,True,True,True
TXN101730,True,True,True
TXN101731,True,True,False
TXN101732,True,True,True
TXN101733,False,False,False
TXN101734,True,True,False
TXN101735,True,True,False
TXN101736,False,False,False
TXN101737,True,True,True
TXN101738,True,True,True
TXN101739,True,True,True
TXN101740,True,True,True
TXN101741,True,True,False
TXN101742,True,True,True
TXN101743,False,False,False
TXN101744,True,True,True
TXN101745,True,True,True
TXN101746,True,True,False
TXN101747,True,False,True
TXN101748,True,False,True
TXN101749,True,True,True
TXN101750,True,False,True
TXN101751,False,False,False
TXN101752,False,False,False
TXN101753,True,True,False
TXN101754,True,True,True
TXN101755,False,False,False
TXN101756,True,True,True
TXN101757,False,False,False
TXN101758,False,False,False
TXN101759,True,False,False
TXN101760,True,True,True
TXN101761,True,True,False
TXN101762,True,True,True
TXN101763,True,True,False
TXN101764,True,True,True
TXN101765,True,True,True
TXN101766,True,True,True
TXN101767,True,True,False
TXN101768,False,False,False
TXN101769,True,True,True
TXN101770,True,True,False
TXN101771,True,True,False
TXN101772,True,True,True
TXN101773,True,True,True
TXN101774,False,False,False
TXN101775,False,False,False
TXN101776,True,True,False
TXN101777,True,True,True
TXN101778,True,False,False
TXN101779,False,False,False
TXN101780,True,True,False
TXN101781,True,True,True
TXN101782,True,True,False
TXN101783,True,True,True
TXN101784,False,False,False
TXN101785,False,False,False
TXN101786,True,True,False
TXN101787,False,False,False
TXN101788,True,True,False
TXN101789,True,True,True
TXN101790,False,False,False
TXN101791,True,False,False
TXN101792,False,False,False
TXN101793,True,True,True
TXN101794,False,False,False
TXN101795,True,True,False
TXN101796,True,False,False
TXN101797,False,False,False
TXN101798,True,True,False
TXN101799,True,True,True
TXN101800,True,True,True
TXN101801,False,False,False
TXN101802,True,True,True
TXN101803,True,True,True
TXN101804,False,False,False
TXN101805,True,True,False
TXN101806,True,True,True
TXN101807,False,False,False
TXN101808,False,False,False
TXN101809,True,True,True
TXN101810,True,True,True
TXN101811,False,False,False
TXN101812,True,True,False
TXN101813,True,True,True
TXN101814,False,False,False
TXN101815,True,True,True
TXN101816,False,False,False
TXN101817,False,False,False
TXN101818,False,False,False
TXN101819,True,True,False
TXN101820,True,True,False
TXN101821,False,False,False
TXN101822,True,True,False
TXN101823,True,True,False
TXN101824,False,False,False
TXN101825,False,False,False
TXN101826,True,True,True
TXN101827,True,True,True
TXN101828,False,False,False
TXN101829,True,True,False
TXN101830,True,True,True
TXN101831,True,True,True
TXN101832,False,False,False
TXN101833,True,True,False
TXN101834,True,True,False
TXN101835,True,True,True
TXN101836,False,False,False
TXN101837,False,False,False
TXN101838,False,False,False
TXN101839,True,True,True
TXN101840,False,False,False
TXN101841,False,False,False
TXN101842,False,False,False
TXN101843,False,False,False
TXN101844,True,True,False
TXN101845,True,True,True
TXN101846,False,False,False
TXN101847,True,True,True
TXN101848,False,False,False
TXN101849,True,True,True
TXN101850,False,False,False
TXN101851,False,False,False
TXN101852,False,False,False
TXN101853,True,True,False
TXN101854,False,False,False
TXN101855,False,False,False
TXN101856,False,False,False
TXN101857,False,False,False
TXN101858,False,False,False
TXN101859,True,True,True
TXN101860,True,False,False
TXN101861,False,False,False
TXN101862,True,True,False
TXN101863,True,True,False
TXN101864,False,False,False
TXN101865,True,True,True
TXN101866,True,True,False
TXN101867,True,True,False
TXN101868,True,True,True
TXN101869,True,True,False
TXN101870,True,True,True
TXN101871,True,True,False
TXN101872,False,False,False
TXN101873,True,True,True
TXN101874,False,False,False
TXN101875,True,True,True
TXN101876,False,False,False
TXN101877,False,False,False
TXN101878,True,True,False
TXN101879,False,False,False
TXN101880,True,True,True
TXN101881,False,False,False
TXN101882,True,True,True
TXN101883,True,True,True
TXN101884,False,False,False
TXN101885,False,False,False
TXN101886,True,True,True
TXN101887,False,False,False
TXN101888,True,True,True
TXN101889,False,False,False
TXN101890,True,True,True
TXN101891,True,True,True
TXN101892,True,False,True
TXN101893,False,False,False
TXN101894,True,True,False
TXN101895,True,True,True
TXN101896,True,False,False
TXN101897,False,False,False
TXN101898,False,False,False
TXN101899,True,True,True
TXN101900,True,True,False
TXN101901,False,False,False
TXN101902,True,True,True
TXN101903,False,False,False
TXN101904,True,True,True
TXN101905,True,False,True
TXN101906,False,False,False
TXN101907,True,True,True
TXN101908,True,True,True
TXN101909,False,False,False
TXN101910,True,True,True
TXN101911,False,False,False
TXN101912,False,False,False
TXN101913,False,False,False
TXN101914,True,True,True
TXN101915,True,True,True
TXN101916,False,False,False
TXN101917,True,True,False
TXN101918,False,False,False
TXN101919,False,False,False
TXN101920,True,True,True
TXN101921,False,False,False
TXN101922,True,False,False
TXN101923,False,False,False
TXN101924,True,True,True
TXN101925,True,True,True
TXN101926,True,True,False
TXN101927,True,True,False
TXN101928,False,False,False
TXN101929,False,False,False
TXN101930,False,False,False
TXN101931,False,False,False
TXN101932,True,True,True
TXN101933,False,False,False
TXN101934,True,True,False
TXN101935,True,True,True
TXN101936,True,True,True
TXN101937,True,True,False
TXN101938,True,True,True
TXN101939,False,False,False
TXN101940,True,False,True
TXN101941,False,False,False
TXN101942,False,False,False
TXN101943,False,False,False
TXN101944,True,True,True
TXN101945,True,True,False
TXN101946,False,False,False
TXN101947,False,False,False
TXN101948,False,False,False
TXN101949,True,True,False
TXN101950,True,True,False
TXN101951,False,False,False
TXN101952,False,False,False
TXN101953,True,True,True
TXN101954,True,True,True
TXN101955,False,False,False
TXN101956,True,True,True
TXN101957,False,False,False
TXN101958,True,True,True
TXN101959,True,True,False
TXN101960,False,False,False
TXN101961,False,False,False
TXN101962,False,False,False
TXN101963,True,True,False
TXN101964,True,True,True
TXN101965,True,True,False
TXN101966,False,False,False
TXN101967,False,False,False
TXN101968,True,True,True
TXN101969,True,True,False
TXN101970,True,True,True
TXN101971,True,True,False
TXN101972,False,False,False
TXN101973,True,True,False
TXN101974,True,True,True
TXN101975,True,True,False
TXN101976,True,False,True
TXN101977,False,False,False
TXN101978,False,False,False
TXN101979,True,True,False
TXN101980,True,True,True
TXN101981,False,False,False
TXN101982,False,False,False
TXN101983,False,False,False
TXN101984,True,True,True
TXN101985,True,True,True
TXN101986,True,True,False
TXN101987,False,False,False
TXN101988,True,True,True
TXN101989,True,True,False
TXN101990,False,False,False
TXN101991,True,True,True
TXN101992,False,False,False
TXN101993,True,True,True
TXN101994,True,False,False
TXN101995,True,True,True
TXN101996,False,False,False
TXN101997,True,True,False
TXN101998,True,True,True
TXN101999,True,True,False
TXN102000,True,True,False
TXN102001,True,True,True
TXN102002,False,False,False
TXN102003,False,False,False
TXN102004,False,False,False
TXN102005,True,False,False
TXN102006,False,False,False
TXN102007,True,True,False
TXN102008,False,False,False
TXN102009,True,True,False
TXN102010,True,False,True
TXN102011,False,False,False
TXN102012,True,True,False
TXN102013,False,False,False
TXN102014,False,False,False
TXN102015,False,False,False
TXN102016,True,True,False
TXN102017,True,True,False
TXN102018,False,False,False
TXN102019,True,True,True
TXN102020,True,True,False
TXN102021,True,True,True
TXN102022,False,False,False
TXN102023,False,False,False
TXN102024,False,False,False
TXN102025,True,True,True
TXN102026,True,True,False
TXN102027,True,True,False
TXN102028,False,False,False
TXN102029,True,True,True
TXN102030,True,True,True
TXN102031,True,True,True
TXN102032,True,True,True
TXN102033,True,True,True
TXN102034,True,True,False
TXN102035,True,True,False
TXN102036,False,False,False
TXN102037,True,True,True
TXN102038,True,True,False
TXN102039,True,True,False
TXN102040,True,True,False
TXN102041,True,True,True
TXN102042,False,False,False
TXN102043,True,True,True
TXN102044,True,True,False
TXN102045,False,False,False
TXN102046,True,True,False
TXN102047,True,True,True
TXN102048,True,True,True
TXN102049,True,True,False
TXN102050,False,False,False
TXN102051,False,False,False
TXN102052,True,True,False
TXN102053,False,False,False
TXN102054,True,True,True
TXN102055,True,False,True
TXN102056,True,True,True
TXN102057,True,True,False
TXN102058,True,True,False
TXN102059,True,True,True
TXN102060,True,True,False
TXN102061,True,True,True
TXN102062,False,False,False
TXN102063,False,False,False
TXN102064,True,True,True
TXN102065,True,True,True
TXN102066,False,False,False
TXN102067,False,False,False
TXN102068,True,False,True
TXN102069,True,True,True
TXN102070,False,False,False
TXN102071,False,False,False
TXN102072,False,False,False
TXN102073,True,True,False
TXN102074,True,True,False
TXN102075,True,True,False
TXN102076,True,True,True
TXN102077,True,True,True
TXN102078,True,True,False
TXN102079,False,False,False
TXN102080,False,False,False
TXN102081,False,False,False
TXN102082,False,False,False
TXN102083,True,True,False
TXN102084,True,True,True
TXN102085,True,True,False
TXN102086,True,True,False
TXN102087,False,False,False
TXN102088,True,True,True
TXN102089,True,False,True
TXN102090,False,False,False
TXN102091,True,True,False
TXN102092,False,False,False
TXN102093,True,False,True
TXN102094,False,False,False
TXN102095,True,True,True
TXN102096,False,False,False
TXN102097,True,True,True
TXN102098,False,False,False
TXN102099,True,True,False
TXN102100,False,False,False
TXN102101,False,False,False
TXN102102,False,False,False
TXN102103,True,True,False
TXN102104,True,True,True
TXN102105,True,True,False
TXN102106,True,True,False
TXN102107,False,False,False
TXN102108,True,True,False
TXN102109,False,False,False
TXN102110,True,True,True
TXN102111,False,False,False
TXN102112,True,True,True
TXN102113,False,False,False
TXN102114,True,True,False
TXN102115,False,False,False
TXN102116,True,True,False
TXN102117,True,True,True
TXN102118,False,False,False
TXN102119,True,True,False
TXN102120,True,True,False
TXN102121,False,False,False
TXN102122,False,False,False
TXN102123,True,True,True
TXN102124,True,True,False
TXN102125,False,False,False
TXN102126,False,False,False
TXN102127,True,True,True
TXN102128,False,False,False
TXN102129,True,True,False
TXN102130,False,False,False
TXN102131,False,False,False
TXN102132,True,True,False
TXN102133,False,False,False
TXN102134,False,False,False
TXN102135,True,True,True
TXN102136,True,True,True
TXN102137,True,True,True
TXN102138,True,True,False
TXN102139,True,True,False
TXN102140,False,False,False
TXN102141,True,False,False
TXN102142,False,False,False
TXN102143,True,True,True
TXN102144,True,True,True
TXN102145,True,True,True
TXN102146,False,False,False
TXN102147,True,True,True
TXN102148,True,False,True
TXN102149,False,False,False
TXN102150,True,True,True
TXN102151,True,True,True
TXN102152,True,True,True
TXN102153,True,True,False
TXN102154,False,False,False
TXN102155,True,True,True
TXN102156,False,False,False
TXN102157,False,False,False
TXN102158,True,False,False
TXN102159,True,True,False
TXN102160,True,True,True
TXN102161,False,False,False
TXN102162,True,True,True
TXN102163,False,False,False
TXN102164,False,False,False
TXN102165,False,False,False
TXN102166,True,True,True
TXN102167,True,True,False
TXN102168,True,False,True
TXN102169,False,False,False
TXN102170,False,False,False
TXN102171,True,True,True
TXN102172,False,False,False
TXN102173,True,True,False
TXN102174,True,True,False
TXN102175,True,True,True
TXN102176,True,True,True
TXN102177,True,True,True
TXN102178,True,True,False
TXN102179,True,False,True
TXN102180,True,True,True
TXN102181,True,True,False
TXN102182,False,False,False
TXN102183,True,True,True
TXN102184,True,False,True
TXN102185,False,False,False
TXN102186,True,True,True
TXN102187,False,False,False
TXN102188,True,True,False
TXN102189,False,False,False
TXN102190,False,False,False
TXN102191,False,False,False
TXN102192,True,True,True
TXN102193,True,True,False
TXN102194,False,False,False
TXN102195,False,False,False
TXN102196,False,False,False
TXN102197,True,True,True
TXN102198,False,False,False
TXN102199,False,False,False
TXN102200,False,False,False
TXN102201,True,True,False
TXN102202,False,False,False
TXN102203,False,False,False
TXN102204,False,False,False
TXN102205,True,True,False
TXN102206,True,True,True
TXN102207,False,False,False
TXN102208,True,True,True
TXN102209,True,True,False
TXN102210,False,False,False
TXN102211,False,False,False
TXN102212,True,True,False
TXN102213,True,True,False
TXN102214,False,False,False
TXN102215,True,True,False
TXN102216,True,True,True
TXN102217,False,False,False
TXN102218,True,True,True
TXN102219,True,False,False
TXN102220,True,True,False
TXN102221,True,True,True
TXN102222,False,False,False
TXN102223,True,True,True
TXN102224,True,False,False
TXN102225,True,True,True
TXN102226,True,True,True
TXN102227,True,True,False
TXN102228,True,True,True
TXN102229,True,True,True
TXN102230,True,True,True
TXN102231,False,False,False
TXN102232,True,True,True
TXN102233,False,False,False
TXN102234,True,True,True
TXN102235,True,True,True
TXN102236,True,True,False
TXN102237,True,True,False
TXN102238,True,True,False
TXN102239,True,True,False
TXN102240,True,True,True
TXN102241,False,False,False
TXN102242,True,True,False
TXN102243,False,False,False
TXN102244,True,False,True
TXN102245,False,False,False
TXN102246,False,False,False
TXN102247,True,True,False
TXN102248,True,False,True
TXN102249,True,True,True
TXN102250,False,False,False
TXN102251,True,True,True
TXN102252,True,True,False
TXN102253,True,True,True
TXN102254,False,False,False
TXN102255,True,True,True
TXN102256,True,True,False
TXN102257,True,True,True
TXN102258,False,False,False
TXN102259,True,True,True
TXN102260,False,False,False
TXN102261,True,True,False
TXN102262,False,False,False
TXN102263,True,True,True
TXN102264,True,True,False
TXN102265,True,True,True
TXN102266,True,True,True
TXN102267,True,True,True
TXN102268,True,True,True
TXN102269,False,False,False
TXN102270,False,False,False
TXN102271,False,False,False
TXN102272,True,True,True
TXN102273,False,False,False
TXN102274,True,True,True
TXN102275,True,True,False
TXN102276,True,True,False
TXN102277,True,True,True
TXN102278,True,True,False
TXN102279,False,False,False
TXN102280,True,True,False
TXN102281,False,False,False
TXN102282,True,True,True
TXN102283,False,False,False
TXN102284,True,False,True
TXN102285,True,True,True
TXN102286,True,True,True
TXN102287,True,True,True
TXN102288,False,False,False
TXN102289,False,False,False
TXN102290,True,True,True
TXN102291,True,False,True
TXN102292,True,True,False
TXN102293,True,True,False
TXN102294,True,True,True
TXN102295,False,False,False
TXN102296,False,False,False
TXN102297,True,True,False
TXN102298,True,True,True
TXN102299,False,False,False
TXN102300,True,True,False
TXN102301,True,True,True
TXN102302,True,True,True
TXN102303,True,True,True
TXN102304,True,False,True
TXN102305,False,False,False
TXN102306,False,False,False
TXN102307,True,True,True
TXN102308,False,False,False
TXN102309,False,False,False
TXN102310,False,False,False
TXN102311,True,False,True
TXN102312,True,True,True
TXN102313,True,True,False
TXN102314,True,False,True
TXN102315,True,True,False
TXN102316,True,True,True
TXN102317,True,True,False
TXN102318,False,False,False
TXN102319,True,True,True
TXN102320,False,False,False
TXN102321,True,True,False
TXN102322,False,False,False
TXN102323,True,True,True
